0.008669	-1.35343851925E-8
0.025336	-1.35791985025E-8
0.042003	-1.3560136435E-8
0.058669	-1.3727335185E-8
0.075336	-1.378933726E-8
0.092003	-1.37721647675E-8
0.108669	-1.38454789175E-8
0.125336	-1.388515811E-8
0.142002	-1.3968213085E-8
0.158669	-1.4058073935E-8
0.175336	-1.404813851E-8
0.192003	-1.4005572685E-8
0.208669	-1.39752468425E-8
0.225336	-1.39861127025E-8
0.242002	-1.39919564525E-8
0.258669	-1.3952218525E-8
0.275336	-1.39374597675E-8
0.292002	-1.387622811E-8
0.308669	-1.38300406E-8
0.325335	-1.38107930925E-8
0.342002	-1.38090660175E-8
0.358669	-1.37599043525E-8
0.375335	-1.3767570185E-8
0.392002	-1.37902035275E-8
0.408669	-1.382192935E-8
0.425335	-1.38638435175E-8
0.442002	-1.38215922525E-8
0.458668	-1.37966993525E-8
0.475335	-1.37492914275E-8
0.492001	-1.3639007685E-8
0.508668	-1.35854997675E-8
0.525335	-1.335368101E-8
0.542002	-1.33562951925E-8
0.558668	-1.3510183935E-8
0.575335	-1.33228635025E-8
0.592001	-1.34080747525E-8
0.608668	-1.3490493935E-8
0.625335	-1.354291685E-8
0.642001	-1.369955977E-8
0.658668	-1.3554359775E-8
0.675335	-1.35075639275E-8
0.692001	-1.362656311E-8
0.708668	-1.35009922675E-8
0.725335	-1.34444835275E-8
0.742001	-1.3325194335E-8
0.758668	-1.33166643675E-8
0.775334	-1.32622481E-8
0.792001	-1.3119387685E-8
0.808668	-1.281571226E-8
0.825334	-1.311216977E-8
0.842001	-1.31929360275E-8
0.858667	-1.30540456025E-8
0.875334	-1.31917797675E-8
0.892001	-1.31783301775E-8
0.908667	-1.3152900175E-8
0.925334	-1.3103201435E-8
0.942001	-1.3105761445E-8
0.958667	-1.2950651E-8
0.975334	-1.296486351E-8
0.992	-1.282779601E-8
1.008667	-1.27544210025E-8
1.025334	-1.27331064175E-8
1.042	-1.27010076775E-8
1.058667	-1.248691851E-8
1.075333	-1.2614905185E-8
1.092	-1.24195589425E-8
1.108667	-1.2466350195E-8
1.125333	-1.2559260175E-8
1.142	-1.25040114425E-8
1.158667	-1.25540856025E-8
1.175333	-1.24452122775E-8
1.192	-1.25470985175E-8
1.208666	-1.2461716845E-8
1.225333	-1.24829135175E-8
1.242	-1.2413714775E-8
1.258667	-1.23268997675E-8
1.275333	-1.233003975E-8
1.292	-1.22333868425E-8
1.308666	-1.216472892E-8
1.325333	-1.207001227E-8
1.341999	-1.206621060175E-8
1.358666	-1.198855893425E-8
1.375333	-1.192424851E-8
1.391999	-1.19414447595E-8
1.408666	-1.186719936025E-8
1.425332	-1.190159101675E-8
1.441999	-1.1896352685E-8
1.458666	-1.19563151835E-8
1.475333	-1.20000589185E-8
1.491999	-1.19992935175E-8
1.508665	-1.20814068335E-8
1.525332	-1.2058556025E-8
1.541998	-1.211041893425E-8
1.558665	-1.20815860175E-8
1.575332	-1.210897435925E-8
1.591999	-1.2044848101E-8
1.608665	-1.2105997267675E-8
1.625332	-1.210963895015E-8
1.641998	-1.2011088926E-8
1.658665	-1.201802059175E-8
1.675332	-1.20447981085E-8
1.691998	-1.19915493425E-8
1.708665	-1.200051561E-8
1.725332	-1.2033477276E-8
1.741998	-1.199394975925E-8
1.758665	-1.202971019175E-8
1.775331	-1.18136468685E-8
1.791999	-1.169490437E-8
1.808665	-1.165918352E-8
1.825332	-1.1631120595E-8
1.841998	-1.16172147675E-8
1.858665	-1.158597935E-8
1.875331	-1.152631017E-8
1.891998	-1.1530861435E-8
1.908665	-1.14885851925E-8
1.925331	-1.14916993675E-8
1.941998	-1.14732806E-8
1.958664	-1.1408223935E-8
1.975331	-1.1399731435E-8
1.991998	-1.1546359345E-8
2.008664	-1.148699561E-8
2.025331	-1.1478507695E-8
2.041997	-1.15127385025E-8
2.058664	-1.14786735175E-8
2.075331	-1.14366156025E-8
2.091997	-1.12991935E-8
2.108664	-1.1276995185E-8
2.125331	-1.1290766835E-8
2.141997	-1.11626756175E-8
2.158664	-1.116365392E-8
2.17533	-1.111962561E-8
2.191997	-1.1190422685E-8
2.208664	-1.12537643525E-8
2.225331	-1.12634489425E-8
2.241997	-1.1221872285E-8
2.258664	-1.1293195185E-8
2.27533	-1.1313640585E-8
2.291997	-1.119829062E-8
2.308663	-1.12019743425E-8
2.32533	-1.119527852E-8
2.341997	-1.10564010175E-8
2.358663	-1.09781360275E-8
2.37533	-1.09334352025E-8
2.391996	-1.07623068525E-8
2.408663	-1.07537635175E-8
2.42533	-1.079994936E-8
2.441996	-1.07007989275E-8
2.458663	-1.067206601E-8
2.47533	-1.063213602E-8
2.491996	-1.053004226E-8
2.508663	-1.0588190585E-8
2.52533	-1.04566368525E-8
2.541996	-1.057518352E-8
2.558663	-1.033156102E-8
2.575329	-1.03288147675E-8
2.591996	-1.01749222675E-8
2.608663	-1.0189646835E-8
2.625329	-1.00873272775E-8
2.641996	-9.9698393525E-9
2.658662	-9.98464976E-9
2.675329	-9.84838851E-9
2.691996	-9.9167764425E-9
