0.008699	-1.293450839E-8
0.025366	-1.300267281E-8
0.042033	-1.29721606333333E-8
0.0587	-1.28654911566667E-8
0.075366	-1.285165949E-8
0.092033	-1.28718850566667E-8
0.1087	-1.28909923E-8
0.125366	-1.28514778433333E-8
0.142033	-1.28427567333333E-8
0.1587	-1.28806356233333E-8
0.175366	-1.28179667233333E-8
0.192033	-1.281592949E-8
0.208699	-1.27192650466667E-8
0.225366	-1.26102861766667E-8
0.242032	-1.26106378333333E-8
0.258699	-1.25482056E-8
0.275365	-1.24852328466667E-8
0.292032	-1.25459789333333E-8
0.308698	-1.260655618E-8
0.325365	-1.25791706E-8
0.342032	-1.26120617333333E-8
0.358699	-1.26042611766667E-8
0.375365	-1.272138451E-8
0.392032	-1.27412072666667E-8
0.408699	-1.275313341E-8
0.425365	-1.282864561E-8
0.442032	-1.26316817233333E-8
0.458698	-1.24946661566667E-8
0.475365	-1.239509671E-8
0.492032	-1.23141094866667E-8
0.508698	-1.23873011766667E-8
0.525365	-1.22618484E-8
0.542031	-1.221559839E-8
0.558698	-1.24115428333333E-8
0.575364	-1.24846861566667E-8
0.592031	-1.238852561E-8
0.608698	-1.24114139333333E-8
0.625365	-1.24244672766667E-8
0.642031	-1.254121451E-8
0.658698	-1.25068739566667E-8
0.675364	-1.24907206133333E-8
0.692031	-1.24840922666667E-8
0.708698	-1.24645622666667E-8
0.725364	-1.26579628333333E-8
0.742031	-1.26617289566667E-8
0.758698	-1.27299272666667E-8
0.775364	-1.28545022666667E-8
0.792031	-1.28515572666667E-8
0.808698	-1.28655906233333E-8
0.825364	-1.278572841E-8
0.842031	-1.30378845E-8
0.858698	-1.28045728233333E-8
0.875364	-1.27528411666667E-8
0.892031	-1.28376684E-8
0.908698	-1.27931639566667E-8
0.925364	-1.27587245E-8
0.942031	-1.26244222666667E-8
0.958698	-1.268631671E-8
0.975364	-1.27144406233333E-8
0.992031	-1.27409217233333E-8
1.008698	-1.27049878433333E-8
1.025364	-1.28038222666667E-8
1.042031	-1.279870341E-8
1.058697	-1.27368411766667E-8
1.075364	-1.27639295233333E-8
1.092031	-1.27494173E-8
1.108697	-1.27254345E-8
1.125364	-1.275444449E-8
1.14203	-1.276111951E-8
1.158697	-1.27886439333333E-8
1.175363	-1.274377839E-8
1.19203	-1.26611011766667E-8
1.208696	-1.26173356233333E-8
1.225363	-1.259225561E-8
1.24203	-1.256197339E-8
1.258696	-1.250870561E-8
1.275363	-1.24390389433333E-8
