"Date"	2019-12-28 08:22:26 GMT+05:30
"Average Count [samples]"	400
"Average Function"	Quadratic Mean
"Digitiser Firmware Version"	01.02-00/00
"Digitiser Hardware Version"	04_01/01
"Digitiser Name"	FGM3D TD
"Digitiser Serial Number"	000078
"Profile Settings"	Name: FGM3D/100 (Unit: T). Transformer: [UnitConverter[Factor: 1E-05. Units: V => T]]. Unit: T
"Recording Software Copyright"	Copyright ©  SENSYS 2012 - 2014
"Recording Software Name"	SENSYS FGM3D TD Application
"Recording Software Vendor"	SENSYS GmbH
"Recording Software Version"	01.00-01/00
"Samplerate [Hz]"	400

"Timestamp [ms]"	"X-Axis [T]"	"Y-Axis [T]"	"Z-Axis [T]"	"Absolute Value [T]"
1577523568534	3.71309185E-6	4.01356545E-5	9.37124483E-6	4.13820981E-5
1577523569535	3.71311991E-6	4.01356424E-5	9.37132615E-6	4.13821072E-5
1577523570528	3.71314395E-6	4.01356282E-5	9.37137785E-6	4.13821074E-5
1577523571534	3.71303872E-6	4.01356284E-5	9.37144003E-6	4.13821122E-5
1577523572535	3.71296914E-6	4.01356714E-5	9.37142389E-6	4.13821440E-5
1577523573535	3.71296156E-6	4.01356052E-5	9.37148964E-6	4.13820940E-5
1577523574524	3.71296812E-6	4.01355774E-5	9.37161110E-6	4.13820951E-5
1577523575535	3.71293154E-6	4.01355760E-5	9.37158474E-6	4.13820846E-5
1577523576531	3.71290929E-6	4.01356147E-5	9.37154653E-6	4.13821115E-5
1577523577520	3.71292181E-6	4.01355627E-5	9.37163989E-6	4.13820833E-5
1577523578521	3.71295366E-6	4.01355935E-5	9.37172884E-6	4.13821361E-5
1577523579529	3.71296112E-6	4.01356083E-5	9.37172376E-6	4.13821500E-5
1577523580520	3.71295495E-6	4.01355944E-5	9.37173180E-6	4.13821379E-5
1577523581520	3.71294770E-6	4.01356143E-5	9.37172633E-6	4.13821552E-5
1577523582532	3.71299662E-6	4.01356283E-5	9.37182348E-6	4.13821952E-5
1577523583521	3.71297534E-6	4.01356277E-5	9.37171617E-6	4.13821684E-5
1577523584534	3.71307422E-6	4.01355890E-5	9.37189550E-6	4.13821804E-5
1577523585535	3.71306716E-6	4.01356456E-5	9.37181705E-6	4.13822168E-5
1577523586535	3.71307458E-6	4.01356161E-5	9.37190693E-6	4.13822093E-5
1577523587535	3.71307719E-6	4.01355969E-5	9.37186423E-6	4.13821812E-5
1577523588525	3.71304339E-6	4.01355674E-5	9.37196203E-6	4.13821717E-5
1577523589531	3.71305533E-6	4.01356013E-5	9.37196798E-6	4.13822070E-5
1577523590522	3.71305488E-6	4.01355957E-5	9.37204939E-6	4.13822200E-5
1577523591534	3.71301294E-6	4.01355722E-5	9.37203870E-6	4.13821910E-5
1577523592521	3.71298312E-6	4.01356244E-5	9.37195466E-6	4.13822199E-5
1577523593532	3.71299034E-6	4.01356100E-5	9.37200721E-6	4.13822185E-5
1577523594521	3.71296702E-6	4.01356207E-5	9.37196031E-6	4.13822161E-5
1577523595532	3.71298731E-6	4.01356345E-5	9.37194885E-6	4.13822288E-5
1577523596532	3.71301264E-6	4.01356412E-5	9.37191041E-6	4.13822289E-5
1577523597533	3.71303462E-6	4.01356068E-5	9.37194864E-6	4.13822061E-5
1577523598522	3.71305419E-6	4.01356261E-5	9.37197385E-6	4.13822322E-5
1577523599533	3.71309072E-6	4.01356552E-5	9.37202537E-6	4.13822755E-5
1577523600535	3.71312248E-6	4.01356486E-5	9.37206338E-6	4.13822805E-5
1577523601534	3.71309437E-6	4.01356672E-5	9.37202981E-6	4.13822884E-5
1577523602534	3.71311886E-6	4.01356808E-5	9.37207242E-6	4.13823135E-5
1577523603535	3.71312637E-6	4.01356979E-5	9.37207006E-6	4.13823302E-5
1577523604534	3.71310769E-6	4.01356913E-5	9.37208244E-6	4.13823249E-5
1577523605535	3.71312523E-6	4.01356745E-5	9.37205392E-6	4.13823038E-5
1577523606535	3.71311533E-6	4.01357360E-5	9.37198173E-6	4.13823462E-5
1577523607535	3.71315455E-6	4.01356902E-5	9.37197632E-6	4.13823040E-5
1577523608530	3.71321367E-6	4.01357018E-5	9.37199678E-6	4.13823252E-5
1577523609535	3.71324187E-6	4.01357770E-5	9.37207782E-6	4.13824190E-5
1577523610520	3.71326172E-6	4.01357382E-5	9.37205230E-6	4.13823774E-5
1577523611526	3.71327756E-6	4.01357663E-5	9.37195467E-6	4.13823839E-5
1577523612525	3.71328813E-6	4.01357556E-5	9.37192733E-6	4.13823683E-5
1577523613528	3.71335432E-6	4.01357773E-5	9.37190758E-6	4.13823908E-5
1577523614525	3.71335917E-6	4.01357753E-5	9.37190490E-6	4.13823887E-5
1577523615532	3.71336650E-6	4.01358093E-5	9.37189441E-6	4.13824200E-5
1577523616524	3.71338540E-6	4.01358022E-5	9.37179505E-6	4.13823923E-5
1577523617532	3.71340674E-6	4.01358709E-5	9.37169824E-6	4.13824389E-5
1577523618527	3.71344153E-6	4.01358575E-5	9.37165020E-6	4.13824182E-5
1577523619523	3.71340991E-6	4.01358795E-5	9.37157876E-6	4.13824204E-5
1577523620528	3.71342153E-6	4.01359392E-5	9.37152972E-6	4.13824683E-5
1577523621521	3.71342309E-6	4.01359748E-5	9.37152963E-6	4.13825029E-5
1577523622535	3.71342434E-6	4.01359778E-5	9.37146539E-6	4.13824914E-5
1577523623523	3.71348227E-6	4.01359383E-5	9.37145864E-6	4.13824568E-5
1577523624528	3.71350673E-6	4.01359881E-5	9.37138634E-6	4.13824909E-5
1577523625524	3.71353098E-6	4.01360215E-5	9.37132473E-6	4.13825115E-5
1577523626520	3.71354904E-6	4.01360241E-5	9.37128303E-6	4.13825062E-5
1577523627525	3.71355263E-6	4.01360579E-5	9.37127624E-6	4.13825378E-5
1577523628525	3.71362681E-6	4.01360574E-5	9.37128515E-6	4.13825460E-5
1577523629529	3.71364504E-6	4.01360778E-5	9.37125847E-6	4.13825613E-5
1577523630522	3.71365103E-6	4.01361024E-5	9.37123434E-6	4.13825803E-5
1577523631529	3.71370154E-6	4.01361640E-5	9.37121093E-6	4.13826392E-5
1577523632525	3.71364331E-6	4.01361955E-5	9.37111117E-6	4.13826420E-5
1577523633530	3.71366867E-6	4.01362271E-5	9.37105370E-6	4.13826620E-5
1577523634520	3.71367648E-6	4.01362581E-5	9.37097077E-6	4.13826739E-5
1577523635526	3.71369007E-6	4.01361853E-5	9.37092825E-6	4.13825949E-5
1577523636521	3.71369998E-6	4.01362472E-5	9.37087644E-6	4.13826441E-5
1577523637529	3.71371091E-6	4.01363262E-5	9.37078711E-6	4.13827015E-5
1577523638521	3.71373136E-6	4.01364102E-5	9.37071250E-6	4.13827679E-5
1577523639525	3.71377578E-6	4.01365170E-5	9.37067155E-6	4.13828662E-5
1577523640522	3.71387623E-6	4.01366645E-5	9.37059184E-6	4.13830002E-5
1577523641531	3.71413355E-6	4.01367628E-5	9.37049350E-6	4.13830963E-5
1577523642522	3.71443421E-6	4.01367206E-5	9.37037489E-6	4.13830555E-5
1577523643527	3.71458608E-6	4.01363739E-5	9.37024378E-6	4.13827032E-5
1577523644523	3.71444609E-6	4.01360918E-5	9.37019395E-6	4.13824058E-5
1577523645525	3.71416085E-6	4.01359108E-5	9.37014808E-6	4.13821942E-5
1577523646535	3.71384192E-6	4.01359262E-5	9.37026882E-6	4.13822079E-5
1577523647521	3.71371570E-6	4.01361151E-5	9.37035327E-6	4.13823989E-5
1577523648520	3.71374824E-6	4.01363062E-5	9.37032881E-6	4.13825816E-5
1577523649534	3.71381818E-6	4.01364065E-5	9.37035576E-6	4.13826913E-5
1577523650534	3.71388338E-6	4.01364482E-5	9.37031841E-6	4.13827291E-5
1577523651529	3.71391724E-6	4.01364591E-5	9.37031230E-6	4.13827413E-5
1577523652533	3.71400622E-6	4.01364552E-5	9.37024520E-6	4.13827304E-5
1577523653528	3.71403636E-6	4.01364624E-5	9.37030568E-6	4.13827538E-5
1577523654522	3.71404343E-6	4.01364561E-5	9.37032906E-6	4.13827536E-5
1577523655535	3.71408684E-6	4.01364983E-5	9.37027526E-6	4.13827862E-5
1577523656520	3.71410705E-6	4.01365006E-5	9.37028538E-6	4.13827926E-5
1577523657533	3.71411420E-6	4.01365333E-5	9.37013712E-6	4.13827913E-5
1577523658535	3.71416737E-6	4.01365589E-5	9.37016778E-6	4.13828279E-5
1577523659531	3.71418791E-6	4.01365285E-5	9.37010299E-6	4.13827856E-5
1577523660535	3.71419210E-6	4.01365642E-5	9.37003248E-6	4.13828046E-5
1577523661534	3.71426156E-6	4.01365702E-5	9.36997878E-6	4.13828045E-5
1577523662534	3.71427353E-6	4.01365771E-5	9.36988376E-6	4.13827908E-5
1577523663525	3.71426746E-6	4.01366124E-5	9.36971827E-6	4.13827870E-5
1577523664534	3.71442190E-6	4.01364754E-5	9.37008309E-6	4.13827505E-5
1577523665534	3.71456941E-6	4.01365577E-5	9.36984993E-6	4.13827908E-5
1577523666534	3.71471383E-6	4.01366514E-5	9.36987880E-6	4.13829012E-5
1577523667535	3.71465431E-6	4.01367968E-5	9.36979991E-6	4.13830191E-5
1577523668522	3.71453950E-6	4.01368538E-5	9.36973887E-6	4.13830502E-5
1577523669524	3.71444139E-6	4.01368254E-5	9.36967177E-6	4.13829987E-5
1577523670530	3.71454438E-6	4.01368505E-5	9.36971866E-6	4.13830428E-5
1577523671532	3.71452133E-6	4.01368251E-5	9.36983901E-6	4.13830434E-5
1577523672534	3.71451115E-6	4.01367536E-5	9.36989684E-6	4.13829863E-5
1577523673532	3.71453178E-6	4.01367528E-5	9.36991352E-6	4.13829911E-5
1577523674534	3.71455201E-6	4.01367467E-5	9.36986631E-6	4.13829763E-5
1577523675521	3.71466443E-6	4.01367900E-5	9.36973251E-6	4.13829981E-5
1577523676528	3.71467653E-6	4.01368539E-5	9.36954570E-6	4.13830189E-5
1577523677528	3.71461450E-6	4.01368952E-5	9.36947396E-6	4.13830371E-5
1577523678535	3.71462728E-6	4.01368867E-5	9.36943579E-6	4.13830214E-5
1577523679528	3.71461435E-6	4.01368978E-5	9.36932490E-6	4.13830058E-5
1577523680519	3.71468297E-6	4.01369317E-5	9.36927173E-6	4.13830329E-5
1577523681529	3.71466821E-6	4.01369725E-5	9.36917706E-6	4.13830496E-5
1577523682526	3.71466665E-6	4.01369559E-5	9.36909238E-6	4.13830143E-5
1577523683527	3.71460890E-6	4.01369791E-5	9.36900308E-6	4.13830114E-5
1577523684530	3.71461471E-6	4.01370244E-5	9.36894083E-6	4.13830418E-5
1577523685530	3.71463476E-6	4.01370319E-5	9.36894993E-6	4.13830529E-5
1577523686521	3.71472098E-6	4.01370373E-5	9.36894933E-6	4.13830657E-5
1577523687524	3.71476724E-6	4.01370377E-5	9.36887684E-6	4.13830538E-5
1577523688521	3.71476463E-6	4.01370499E-5	9.36884991E-6	4.13830594E-5
1577523689532	3.71479053E-6	4.01370509E-5	9.36880033E-6	4.13830514E-5
1577523690526	3.71480915E-6	4.01370693E-5	9.36880994E-6	4.13830731E-5
1577523691532	3.71480631E-6	4.01370945E-5	9.36878485E-6	4.13830916E-5
1577523692526	3.71479805E-6	4.01371493E-5	9.36881033E-6	4.13831498E-5
1577523693526	3.71486912E-6	4.01371948E-5	9.36886469E-6	4.13832126E-5
1577523694526	3.71484882E-6	4.01371974E-5	9.36886257E-6	4.13832128E-5
1577523695529	3.71481005E-6	4.01371561E-5	9.36887795E-6	4.13831728E-5
1577523696526	3.71484391E-6	4.01371220E-5	9.36878957E-6	4.13831227E-5
1577523697530	3.71484077E-6	4.01371538E-5	9.36871811E-6	4.13831371E-5
1577523698525	3.71485645E-6	4.01371687E-5	9.36864073E-6	4.13831354E-5
1577523699527	3.71484008E-6	4.01371767E-5	9.36855378E-6	4.13831220E-5
1577523700535	3.71483658E-6	4.01372194E-5	9.36851837E-6	4.13831551E-5
1577523701522	3.71485298E-6	4.01372020E-5	9.36849669E-6	4.13831348E-5
1577523702531	3.71485196E-6	4.01372486E-5	9.36845651E-6	4.13831709E-5
1577523703522	3.71488426E-6	4.01372183E-5	9.36842436E-6	4.13831371E-5
1577523704531	3.71484511E-6	4.01372145E-5	9.36838511E-6	4.13831210E-5
1577523705522	3.71486885E-6	4.01372762E-5	9.36837889E-6	4.13831816E-5
1577523706529	3.71489525E-6	4.01372845E-5	9.36837248E-6	4.13831905E-5
1577523707522	3.71489926E-6	4.01372847E-5	9.36834506E-6	4.13831849E-5
1577523708524	3.71492830E-6	4.01373069E-5	9.36837251E-6	4.13832152E-5
1577523709534	3.71493495E-6	4.01373002E-5	9.36835895E-6	4.13832062E-5
1577523710524	3.71490319E-6	4.01373220E-5	9.36831278E-6	4.13832141E-5
1577523711534	3.71490561E-6	4.01373145E-5	9.36834850E-6	4.13832151E-5
1577523712523	3.71493869E-6	4.01373539E-5	9.36832287E-6	4.13832505E-5
1577523713533	3.71493902E-6	4.01373326E-5	9.36834030E-6	4.13832338E-5
1577523714535	3.71492261E-6	4.01373524E-5	9.36826344E-6	4.13832341E-5
1577523715521	3.71493456E-6	4.01373371E-5	9.36825366E-6	4.13832182E-5
1577523716530	3.71498264E-6	4.01373311E-5	9.36824600E-6	4.13832149E-5
1577523717535	3.71495872E-6	4.01373794E-5	9.36829331E-6	4.13832703E-5
1577523718521	3.71503027E-6	4.01373488E-5	9.36834851E-6	4.13832596E-5
1577523719531	3.71506626E-6	4.01373328E-5	9.36835049E-6	4.13832477E-5
1577523720534	3.71503171E-6	4.01373272E-5	9.36833792E-6	4.13832364E-5
1577523721534	3.71503620E-6	4.01373950E-5	9.36826594E-6	4.13832862E-5
1577523722528	3.71506599E-6	4.01373829E-5	9.36822948E-6	4.13832689E-5
1577523723534	3.71509242E-6	4.01374283E-5	9.36818002E-6	4.13833041E-5
1577523724534	3.71511035E-6	4.01374675E-5	9.36809104E-6	4.13833236E-5
1577523725534	3.71508955E-6	4.01375129E-5	9.36807499E-6	4.13833621E-5
1577523726522	3.71506682E-6	4.01375388E-5	9.36791621E-6	4.13833493E-5
1577523727534	3.71501057E-6	4.01376231E-5	9.36782715E-6	4.13834058E-5
1577523728534	3.71501554E-6	4.01376447E-5	9.36775218E-6	4.13834102E-5
1577523729531	3.71500509E-6	4.01376557E-5	9.36777014E-6	4.13834240E-5
1577523730524	3.71498597E-6	4.01376490E-5	9.36775942E-6	4.13834134E-5
1577523731531	3.71495612E-6	4.01376706E-5	9.36769889E-6	4.13834179E-5
1577523732522	3.71498081E-6	4.01376607E-5	9.36775882E-6	4.13834242E-5
1577523733532	3.71493591E-6	4.01377137E-5	9.36776754E-6	4.13834735E-5
1577523734522	3.71493812E-6	4.01376831E-5	9.36785589E-6	4.13834640E-5
1577523735532	3.71490501E-6	4.01376566E-5	9.36791591E-6	4.13834490E-5
1577523736529	3.71486592E-6	4.01376666E-5	9.36792531E-6	4.13834572E-5
1577523737533	3.71489136E-6	4.01376781E-5	9.36796914E-6	4.13834806E-5
1577523738520	3.71482418E-6	4.01377138E-5	9.36803961E-6	4.13835252E-5
1577523739533	3.71486909E-6	4.01377568E-5	9.36806222E-6	4.13835760E-5
1577523740520	3.71485013E-6	4.01377282E-5	9.36806168E-6	4.13835465E-5
1577523741521	3.71487037E-6	4.01377459E-5	9.36800821E-6	4.13835533E-5
1577523742531	3.71484337E-6	4.01377549E-5	9.36804480E-6	4.13835679E-5
1577523743529	3.71485957E-6	4.01377601E-5	9.36801087E-6	4.13835668E-5
1577523744534	3.71482535E-6	4.01377849E-5	9.36801387E-6	4.13835884E-5
1577523745528	3.71480634E-6	4.01377892E-5	9.36792693E-6	4.13835711E-5
1577523746530	3.71484849E-6	4.01377909E-5	9.36792259E-6	4.13835756E-5
1577523747530	3.71481325E-6	4.01378398E-5	9.36786275E-6	4.13836063E-5
1577523748529	3.71483427E-6	4.01379045E-5	9.36775483E-6	4.13836465E-5
1577523749522	3.71484505E-6	4.01378930E-5	9.36771399E-6	4.13836271E-5
1577523750531	3.71486879E-6	4.01379376E-5	9.36769462E-6	4.13836682E-5
1577523751528	3.71488561E-6	4.01378929E-5	9.36766773E-6	4.13836202E-5
1577523752530	3.71490247E-6	4.01378720E-5	9.36765160E-6	4.13835978E-5
1577523753530	3.71486750E-6	4.01378862E-5	9.36765399E-6	4.13836089E-5
1577523754530	3.71487624E-6	4.01379421E-5	9.36759765E-6	4.13836512E-5
1577523755530	3.71488517E-6	4.01379536E-5	9.36757580E-6	4.13836582E-5
1577523756534	3.71490552E-6	4.01379426E-5	9.36759192E-6	4.13836530E-5
1577523757525	3.71491265E-6	4.01379961E-5	9.36753234E-6	4.13836920E-5
1577523758525	3.71491594E-6	4.01379911E-5	9.36749409E-6	4.13836788E-5
1577523759525	3.71493920E-6	4.01379997E-5	9.36741374E-6	4.13836711E-5
1577523760526	3.71496800E-6	4.01379936E-5	9.36737246E-6	4.13836584E-5
1577523761520	3.71490986E-6	4.01380275E-5	9.36723447E-6	4.13836548E-5
1577523762525	3.71490136E-6	4.01380239E-5	9.36716948E-6	4.13836359E-5
1577523763532	3.71491890E-6	4.01380349E-5	9.36723013E-6	4.13836619E-5
1577523764522	3.71496761E-6	4.01380133E-5	9.36726748E-6	4.13836537E-5
1577523765528	3.71503863E-6	4.01380439E-5	9.36715107E-6	4.13836635E-5
1577523766526	3.71504084E-6	4.01380340E-5	9.36697776E-6	4.13836148E-5
1577523767526	3.71513928E-6	4.01380032E-5	9.36689684E-6	4.13835754E-5
1577523768530	3.71535001E-6	4.01380188E-5	9.36675961E-6	4.13835785E-5
1577523769525	3.71572896E-6	4.01380342E-5	9.36658244E-6	4.13835873E-5
1577523770526	3.71633894E-6	4.01384773E-5	9.36645332E-6	4.13840426E-5
1577523771530	3.71615932E-6	4.01392838E-5	9.36635859E-6	4.13847872E-5
1577523772534	3.71524212E-6	4.01391802E-5	9.36665147E-6	4.13846707E-5
1577523773521	3.71493211E-6	4.01385460E-5	9.36688011E-6	4.13840795E-5
1577523774520	3.71501620E-6	4.01382629E-5	9.36698333E-6	4.13838359E-5
1577523775520	3.71507551E-6	4.01382082E-5	9.36691127E-6	4.13837718E-5
1577523776526	3.71519362E-6	4.01381936E-5	9.36695762E-6	4.13837788E-5
1577523777521	3.71518766E-6	4.01381652E-5	9.36700285E-6	4.13837609E-5
1577523778520	3.71519251E-6	4.01381907E-5	9.36688750E-6	4.13837599E-5
1577523779528	3.71517179E-6	4.01382663E-5	9.36669527E-6	4.13837879E-5
1577523780534	3.71513266E-6	4.01382894E-5	9.36662483E-6	4.13837908E-5
1577523781534	3.71505318E-6	4.01383125E-5	9.36653012E-6	4.13837847E-5
1577523782534	3.71505850E-6	4.01383665E-5	9.36642561E-6	4.13838139E-5
1577523783534	3.71499516E-6	4.01383809E-5	9.36629768E-6	4.13837932E-5
1577523784534	3.71502970E-6	4.01382513E-5	9.36630936E-6	4.13836733E-5
1577523785534	3.71497902E-6	4.01383468E-5	9.36635340E-6	4.13837713E-5
1577523786534	3.71493085E-6	4.01383430E-5	9.36630724E-6	4.13837528E-5
1577523787534	3.71490618E-6	4.01383518E-5	9.36625988E-6	4.13837485E-5
1577523788534	3.71488409E-6	4.01383936E-5	9.36621443E-6	4.13837767E-5
1577523789523	3.71489735E-6	4.01383711E-5	9.36625053E-6	4.13837642E-5
1577523790534	3.71487220E-6	4.01383044E-5	9.36634181E-6	4.13837180E-5
1577523791534	3.71490537E-6	4.01383345E-5	9.36641957E-6	4.13837677E-5
1577523792531	3.71486555E-6	4.01383633E-5	9.36651910E-6	4.13838146E-5
1577523793533	3.71479814E-6	4.01383653E-5	9.36645034E-6	4.13837950E-5
1577523794534	3.71486029E-6	4.01383500E-5	9.36641920E-6	4.13837787E-5
1577523795527	3.71486388E-6	4.01383088E-5	9.36646587E-6	4.13837496E-5
1577523796534	3.71495755E-6	4.01383036E-5	9.36637456E-6	4.13837323E-5
1577523797533	3.71494175E-6	4.01384253E-5	9.36635466E-6	4.13838444E-5
1577523798529	3.71484723E-6	4.01384355E-5	9.36638636E-6	4.13838529E-5
1577523799525	3.71475946E-6	4.01384097E-5	9.36631687E-6	4.13838043E-5
1577523800533	3.71479182E-6	4.01384049E-5	9.36635334E-6	4.13838109E-5
1577523801524	3.71475883E-6	4.01384059E-5	9.36634444E-6	4.13838069E-5
1577523802534	3.71473233E-6	4.01383818E-5	9.36636001E-6	4.13837846E-5
1577523803534	3.71472838E-6	4.01383428E-5	9.36641843E-6	4.13837597E-5
1577523804524	3.71477167E-6	4.01382632E-5	9.36644229E-6	4.13836917E-5
1577523805530	3.71483861E-6	4.01381660E-5	9.36639912E-6	4.13835937E-5
1577523806529	3.71505392E-6	4.01381013E-5	9.36646214E-6	4.13835646E-5
1577523807530	3.71523214E-6	4.01382600E-5	9.36642909E-6	4.13837270E-5
1577523808534	3.71525082E-6	4.01384325E-5	9.36645777E-6	4.13839025E-5
1577523809527	3.71514074E-6	4.01385708E-5	9.36661266E-6	4.13840618E-5
1577523810531	3.71507530E-6	4.01385867E-5	9.36666830E-6	4.13840839E-5
1577523811529	3.71497132E-6	4.01385393E-5	9.36676191E-6	4.13840498E-5
1577523812522	3.71491474E-6	4.01384838E-5	9.36680867E-6	4.13840015E-5
1577523813531	3.71492061E-6	4.01384452E-5	9.36691938E-6	4.13839896E-5
1577523814531	3.71491786E-6	4.01383395E-5	9.36695761E-6	4.13838955E-5
1577523815525	3.71490678E-6	4.01383957E-5	9.36698620E-6	4.13839555E-5
1577523816531	3.71493788E-6	4.01383603E-5	9.36698326E-6	4.13839232E-5
1577523817530	3.71493959E-6	4.01383442E-5	9.36701067E-6	4.13839140E-5
1577523818531	3.71494770E-6	4.01384108E-5	9.36706325E-6	4.13839912E-5
1577523819534	3.71494830E-6	4.01384311E-5	9.36705601E-6	4.13840093E-5
1577523820526	3.71494037E-6	4.01383838E-5	9.36709830E-6	4.13839723E-5
1577523821530	3.71498782E-6	4.01383565E-5	9.36715195E-6	4.13839623E-5
1577523822524	3.71493959E-6	4.01383897E-5	9.36718979E-6	4.13839987E-5
1577523823527	3.71495593E-6	4.01383799E-5	9.36715642E-6	4.13839831E-5
1577523824520	3.71497004E-6	4.01383726E-5	9.36715741E-6	4.13839776E-5
1577523825527	3.71495908E-6	4.01383799E-5	9.36719393E-6	4.13839919E-5
1577523826532	3.71495426E-6	4.01384024E-5	9.36722010E-6	4.13840192E-5
1577523827524	3.71495971E-6	4.01383765E-5	9.36725012E-6	4.13840014E-5
1577523828527	3.71495938E-6	4.01383731E-5	9.36725958E-6	4.13840001E-5
1577523829523	3.71494252E-6	4.01383650E-5	9.36725099E-6	4.13839888E-5
1577523830532	3.71496698E-6	4.01384247E-5	9.36730320E-6	4.13840608E-5
1577523831523	3.71498791E-6	4.01384140E-5	9.36728895E-6	4.13840491E-5
1577523832528	3.71497102E-6	4.01384131E-5	9.36731093E-6	4.13840516E-5
1577523833528	3.71499512E-6	4.01383623E-5	9.36735361E-6	4.13840141E-5
1577523834534	3.71500620E-6	4.01384011E-5	9.36739046E-6	4.13840612E-5
1577523835522	3.71500590E-6	4.01383718E-5	9.36741797E-6	4.13840389E-5
1577523836528	3.71497216E-6	4.01383691E-5	9.36742447E-6	4.13840348E-5
1577523837523	3.71497108E-6	4.01383697E-5	9.36745991E-6	4.13840433E-5
1577523838524	3.71498758E-6	4.01383644E-5	9.36746078E-6	4.13840398E-5
1577523839529	3.71499626E-6	4.01383621E-5	9.36747614E-6	4.13840419E-5
1577523840529	3.71502383E-6	4.01383655E-5	9.36753188E-6	4.13840602E-5
1577523841534	3.71506069E-6	4.01383613E-5	9.36758035E-6	4.13840704E-5
1577523842534	3.71507404E-6	4.01383841E-5	9.36758059E-6	4.13840937E-5
1577523843534	3.71508560E-6	4.01384078E-5	9.36765022E-6	4.13841336E-5
1577523844534	3.71511161E-6	4.01384007E-5	9.36763279E-6	4.13841251E-5
1577523845534	3.71513131E-6	4.01384167E-5	9.36760911E-6	4.13841371E-5
1577523846534	3.71518777E-6	4.01384025E-5	9.36764758E-6	4.13841370E-5
1577523847534	3.71516092E-6	4.01383963E-5	9.36760549E-6	4.13841191E-5
1577523848534	3.71516110E-6	4.01384019E-5	9.36768285E-6	4.13841420E-5
1577523849527	3.71521118E-6	4.01384176E-5	9.36762495E-6	4.13841486E-5
1577523850521	3.71521472E-6	4.01384171E-5	9.36762654E-6	4.13841488E-5
1577523851527	3.71527492E-6	4.01384107E-5	9.36761572E-6	4.13841456E-5
1577523852523	3.71530983E-6	4.01384511E-5	9.36759027E-6	4.13841821E-5
1577523853528	3.71532456E-6	4.01384410E-5	9.36758694E-6	4.13841729E-5
1577523854523	3.71531345E-6	4.01384244E-5	9.36755535E-6	4.13841487E-5
1577523855534	3.71535019E-6	4.01384579E-5	9.36754742E-6	4.13841827E-5
1577523856534	3.71537441E-6	4.01384183E-5	9.36753045E-6	4.13841426E-5
1577523857526	3.71540500E-6	4.01384622E-5	9.36749060E-6	4.13841789E-5
1577523858521	3.71541228E-6	4.01384816E-5	9.36751874E-6	4.13842047E-5
1577523859527	3.71542581E-6	4.01385388E-5	9.36753123E-6	4.13842642E-5
1577523860519	3.71541557E-6	4.01384777E-5	9.36750566E-6	4.13841983E-5
1577523861519	3.71545587E-6	4.01384942E-5	9.36749659E-6	4.13842158E-5
1577523862528	3.71549667E-6	4.01385044E-5	9.36753114E-6	4.13842372E-5
1577523863520	3.71556176E-6	4.01384786E-5	9.36756964E-6	4.13842268E-5
1577523864520	3.71550113E-6	4.01384559E-5	9.36760784E-6	4.13842079E-5
1577523865525	3.71552541E-6	4.01384948E-5	9.36762487E-6	4.13842517E-5
1577523866520	3.71552125E-6	4.01384639E-5	9.36768242E-6	4.13842344E-5
1577523867531	3.71559104E-6	4.01384536E-5	9.36772507E-6	4.13842403E-5
1577523868534	3.71561576E-6	4.01384325E-5	9.36777525E-6	4.13842334E-5
1577523869529	3.71563603E-6	4.01384203E-5	9.36785666E-6	4.13842419E-5
1577523870533	3.71565574E-6	4.01383392E-5	9.36791691E-6	4.13841786E-5
1577523871525	3.71569516E-6	4.01383989E-5	9.36795748E-6	4.13842493E-5
1577523872521	3.71575396E-6	4.01383541E-5	9.36802097E-6	4.13842255E-5
1577523873532	3.71575654E-6	4.01383376E-5	9.36808537E-6	4.13842243E-5
1577523874521	3.71575935E-6	4.01382992E-5	9.36810346E-6	4.13841914E-5
1577523875532	3.71580363E-6	4.01383352E-5	9.36813145E-6	4.13842366E-5
1577523876528	3.71588650E-6	4.01383256E-5	9.36815962E-6	4.13842410E-5
1577523877533	3.71586596E-6	4.01383157E-5	9.36817980E-6	4.13842342E-5
1577523878533	3.71588323E-6	4.01383330E-5	9.36817669E-6	4.13842519E-5
1577523879533	3.71588377E-6	4.01383092E-5	9.36819776E-6	4.13842336E-5
1577523880524	3.71589614E-6	4.01383164E-5	9.36818560E-6	4.13842389E-5
1577523881533	3.71594311E-6	4.01383630E-5	9.36819003E-6	4.13842893E-5
1577523882534	3.71591526E-6	4.01383019E-5	9.36820272E-6	4.13842304E-5
1577523883534	3.71589562E-6	4.01383447E-5	9.36812740E-6	4.13842531E-5
1577523884527	3.71593212E-6	4.01383469E-5	9.36813529E-6	4.13842603E-5
1577523885519	3.71592972E-6	4.01383621E-5	9.36812063E-6	4.13842716E-5
1577523886528	3.71591035E-6	4.01383377E-5	9.36812674E-6	4.13842475E-5
1577523887524	3.71593580E-6	4.01383474E-5	9.36809178E-6	4.13842513E-5
1577523888531	3.71589919E-6	4.01383162E-5	9.36812590E-6	4.13842255E-5
1577523889529	3.71589059E-6	4.01383537E-5	9.36816126E-6	4.13842690E-5
1577523890522	3.71590649E-6	4.01383486E-5	9.36816937E-6	4.13842674E-5
1577523891530	3.71593098E-6	4.01383283E-5	9.36818266E-6	4.13842529E-5
