"Date"	2019-12-25 01:43:09 GMT+05:30
"Average Count [samples]"	400
"Average Function"	Quadratic Mean
"Digitiser Firmware Version"	01.02-00/00
"Digitiser Hardware Version"	04_01/01
"Digitiser Name"	FGM3D TD
"Digitiser Serial Number"	000068
"Profile Settings"	Name: FGM3D/100 (Unit: T), Transformer: [UnitConverter[Factor: 1E-05, Units: V => T]], Unit: T
"Recording Software Copyright"	Copyright ©  SENSYS 2012 - 2014
"Recording Software Name"	SENSYS FGM3D TD Application
"Recording Software Vendor"	SENSYS GmbH
"Recording Software Version"	01.00-01/00
"Samplerate [Hz]"	400

"Timestamp [ms]"	"X-Axis [T]"	"Y-Axis [T]"	"Z-Axis [T]"	"Absolute Value [T]"
1577244489552	4,09581107E-5	1,48985573E-6	4,76824097E-6	4,12616362E-5
1577244490553	4,09581051E-5	1,48995382E-6	4,76819774E-6	4,12616293E-5
1577244491544	4,09581180E-5	1,48996187E-6	4,76820252E-6	4,12616428E-5
1577244492546	4,09580971E-5	1,48994994E-6	4,76823775E-6	4,12616258E-5
1577244493544	4,09581310E-5	1,48996765E-6	4,76823170E-6	4,12616594E-5
1577244494545	4,09581542E-5	1,48996303E-6	4,76824447E-6	4,12616837E-5
1577244495550	4,09581210E-5	1,48992066E-6	4,76822391E-6	4,12616468E-5
1577244496550	4,09581188E-5	1,48992221E-6	4,76823636E-6	4,12616461E-5
1577244497555	4,09581392E-5	1,48992748E-6	4,76820323E-6	4,12616628E-5
1577244498545	4,09581118E-5	1,48993904E-6	4,76818769E-6	4,12616342E-5
1577244499545	4,09581264E-5	1,48989967E-6	4,76815852E-6	4,12616438E-5
1577244500552	4,09581269E-5	1,48991722E-6	4,76815058E-6	4,12616441E-5
1577244501552	4,09581219E-5	1,48986153E-6	4,76818564E-6	4,12616411E-5
1577244502553	4,09581039E-5	1,48987588E-6	4,76816420E-6	4,12616214E-5
1577244503552	4,09581082E-5	1,48990693E-6	4,76815241E-6	4,12616254E-5
1577244504545	4,09581648E-5	1,48996415E-6	4,76816960E-6	4,12616856E-5
1577244505546	4,09581376E-5	1,48996797E-6	4,76813774E-6	4,12616550E-5
1577244506550	4,09581373E-5	1,48994926E-6	4,76816899E-6	4,12616577E-5
1577244507549	4,09581317E-5	1,48997978E-6	4,76815498E-6	4,12616516E-5
1577244508549	4,09581619E-5	1,48991094E-6	4,76818297E-6	4,12616823E-5
1577244509549	4,09581380E-5	1,48997097E-6	4,76815998E-6	4,12616581E-5
1577244510549	4,09581793E-5	1,49003140E-6	4,76817393E-6	4,12617029E-5
1577244511545	4,09581647E-5	1,49002657E-6	4,76816876E-6	4,12616876E-5
1577244512552	4,09581460E-5	1,48998149E-6	4,76819701E-6	4,12616707E-5
1577244513551	4,09581845E-5	1,48999367E-6	4,76815423E-6	4,12617044E-5
1577244514559	4,09581519E-5	1,48998714E-6	4,76814785E-6	4,12616711E-5
1577244515547	4,09581665E-5	1,49000242E-6	4,76816879E-6	4,12616886E-5
1577244516553	4,09581565E-5	1,48996926E-6	4,76811399E-6	4,12616712E-5
1577244517553	4,09581576E-5	1,48994672E-6	4,76815713E-6	4,12616763E-5
1577244518552	4,09581891E-5	1,49002598E-6	4,76818827E-6	4,12617141E-5
1577244519552	4,09581321E-5	1,49000801E-6	4,76817151E-6	4,12616550E-5
1577244520553	4,09581567E-5	1,48993534E-6	4,76817503E-6	4,12616771E-5
1577244521559	4,09581531E-5	1,48993314E-6	4,76814191E-6	4,12616697E-5
1577244522545	4,09581441E-5	1,48989766E-6	4,76818369E-6	4,12616642E-5
1577244523556	4,09581572E-5	1,48990364E-6	4,76815842E-6	4,12616746E-5
1577244524556	4,09581795E-5	1,48991317E-6	4,76814182E-6	4,12616952E-5
1577244525557	4,09581700E-5	1,48989442E-6	4,76814214E-6	4,12616851E-5
1577244526557	4,09581603E-5	1,48990710E-6	4,76810981E-6	4,12616721E-5
1577244527558	4,09581383E-5	1,48990733E-6	4,76814334E-6	4,12616542E-5
1577244528545	4,09581834E-5	1,48991342E-6	4,76813355E-6	4,12616980E-5
1577244529545	4,09581551E-5	1,48997171E-6	4,76814903E-6	4,12616739E-5
1577244530545	4,09581771E-5	1,48999493E-6	4,76815480E-6	4,12616972E-5
1577244531545	4,09581736E-5	1,48999807E-6	4,76814529E-6	4,12616927E-5
1577244532545	4,09581839E-5	1,48999904E-6	4,76811684E-6	4,12616997E-5
1577244533546	4,09581652E-5	1,49002228E-6	4,76813453E-6	4,12616840E-5
1577244534550	4,09581495E-5	1,49001368E-6	4,76811551E-6	4,12616659E-5
1577244535549	4,09581572E-5	1,48999779E-6	4,76812584E-6	4,12616742E-5
1577244536549	4,09581813E-5	1,48998236E-6	4,76813748E-6	4,12616989E-5
1577244537549	4,09581860E-5	1,48996373E-6	4,76813057E-6	4,12617021E-5
1577244538545	4,09581773E-5	1,48999597E-6	4,76812769E-6	4,12616943E-5
1577244539546	4,09581912E-5	1,48999074E-6	4,76812307E-6	4,12617074E-5
1577244540546	4,09581928E-5	1,49001391E-6	4,76812593E-6	4,12617101E-5
1577244541545	4,09582048E-5	1,49003044E-6	4,76812654E-6	4,12617227E-5
1577244542555	4,09582361E-5	1,49001228E-6	4,76811122E-6	4,12617514E-5
1577244543556	4,09582413E-5	1,49002550E-6	4,76813980E-6	4,12617603E-5
1577244544559	4,09582334E-5	1,48998061E-6	4,76814506E-6	4,12617514E-5
1577244545553	4,09582218E-5	1,48996245E-6	4,76811991E-6	4,12617364E-5
1577244546552	4,09582148E-5	1,48995457E-6	4,76812102E-6	4,12617293E-5
1577244547544	4,09582301E-5	1,49003446E-6	4,76811049E-6	4,12617461E-5
1577244548553	4,09582006E-5	1,48996581E-6	4,76810075E-6	4,12617132E-5
1577244549553	4,09581950E-5	1,48996023E-6	4,76810101E-6	4,12617075E-5
1577244550544	4,09581577E-5	1,48989866E-6	4,76810243E-6	4,12616685E-5
1577244551545	4,09581842E-5	1,48988855E-6	4,76808213E-6	4,12616920E-5
1577244552556	4,09581584E-5	1,48998110E-6	4,76810401E-6	4,12616723E-5
1577244553556	4,09581890E-5	1,48998285E-6	4,76809892E-6	4,12617021E-5
1577244554555	4,09581986E-5	1,48997655E-6	4,76808932E-6	4,12617103E-5
1577244555555	4,09581971E-5	1,48997597E-6	4,76809204E-6	4,12617092E-5
1577244556555	4,09581861E-5	1,48993570E-6	4,76805339E-6	4,12616923E-5
1577244557545	4,09581674E-5	1,48990888E-6	4,76808869E-6	4,12616768E-5
1577244558550	4,09581931E-5	1,48994572E-6	4,76808681E-6	4,12617035E-5
1577244559549	4,09581964E-5	1,48993508E-6	4,76805125E-6	4,12617023E-5
1577244560549	4,09581535E-5	1,48997475E-6	4,76802451E-6	4,12616580E-5
1577244561549	4,09581687E-5	1,48999978E-6	4,76803636E-6	4,12616754E-5
1577244562549	4,09581761E-5	1,49003379E-6	4,76802520E-6	4,12616826E-5
1577244563550	4,09581861E-5	1,49004498E-6	4,76802977E-6	4,12616935E-5
1577244564551	4,09581403E-5	1,48999166E-6	4,76802435E-6	4,12616455E-5
1577244565552	4,09581835E-5	1,48997868E-6	4,76803501E-6	4,12616891E-5
1577244566553	4,09581797E-5	1,48998493E-6	4,76804513E-6	4,12616868E-5
1577244567554	4,09581790E-5	1,48995309E-6	4,76807324E-6	4,12616882E-5
1577244568554	4,09581705E-5	1,48997464E-6	4,76808075E-6	4,12616813E-5
1577244569545	4,09582204E-5	1,48998284E-6	4,76806574E-6	4,12617295E-5
1577244570552	4,09582014E-5	1,48999602E-6	4,76811471E-6	4,12617167E-5
1577244571552	4,09582210E-5	1,48998903E-6	4,76811460E-6	4,12617360E-5
1577244572552	4,09582244E-5	1,49000892E-6	4,76809764E-6	4,12617381E-5
1577244573552	4,09582187E-5	1,48995282E-6	4,76810499E-6	4,12617312E-5
1577244574552	4,09582157E-5	1,49003600E-6	4,76811631E-6	4,12617325E-5
1577244575552	4,09582145E-5	1,49000984E-6	4,76813963E-6	4,12617331E-5
1577244576553	4,09581753E-5	1,49000653E-6	4,76811213E-6	4,12616909E-5
1577244577553	4,09582126E-5	1,49005346E-6	4,76812110E-6	4,12617307E-5
1577244578555	4,09582184E-5	1,49005107E-6	4,76810320E-6	4,12617342E-5
1577244579555	4,09582262E-5	1,48998298E-6	4,76809751E-6	4,12617389E-5
1577244580555	4,09582363E-5	1,49000516E-6	4,76813809E-6	4,12617544E-5
1577244581556	4,09582339E-5	1,49001052E-6	4,76812684E-6	4,12617509E-5
1577244582556	4,09582240E-5	1,49000378E-6	4,76810877E-6	4,12617388E-5
1577244583558	4,09582330E-5	1,48998205E-6	4,76813471E-6	4,12617499E-5
1577244584558	4,09582126E-5	1,48997668E-6	4,76813755E-6	4,12617298E-5
1577244585546	4,09582303E-5	1,49002812E-6	4,76813290E-6	4,12617487E-5
1577244586546	4,09581979E-5	1,49002879E-6	4,76814104E-6	4,12617175E-5
1577244587550	4,09581787E-5	1,49005981E-6	4,76811268E-6	4,12616962E-5
1577244588545	4,09581733E-5	1,49002903E-6	4,76813613E-6	4,12616926E-5
1577244589550	4,09581563E-5	1,49002507E-6	4,76813673E-6	4,12616756E-5
1577244590549	4,09581872E-5	1,48996776E-6	4,76814118E-6	4,12617047E-5
1577244591555	4,09581672E-5	1,48997066E-6	4,76811308E-6	4,12616817E-5
1577244592555	4,09581806E-5	1,48999368E-6	4,76815570E-6	4,12617008E-5
1577244593555	4,09582062E-5	1,49000244E-6	4,76813604E-6	4,12617242E-5
1577244594555	4,09582077E-5	1,49001324E-6	4,76814044E-6	4,12617266E-5
1577244595544	4,09581957E-5	1,49009113E-6	4,76812752E-6	4,12617160E-5
1577244596546	4,09581921E-5	1,49006254E-6	4,76810958E-6	4,12617093E-5
1577244597545	4,09582163E-5	1,49003717E-6	4,76815236E-6	4,12617374E-5
1577244598546	4,09582183E-5	1,49004414E-6	4,76814809E-6	4,12617391E-5
1577244599550	4,09582153E-5	1,49003637E-6	4,76814408E-6	4,12617354E-5
1577244600549	4,09582188E-5	1,49004249E-6	4,76818269E-6	4,12617436E-5
1577244601549	4,09581577E-5	1,49003347E-6	4,76818961E-6	4,12616833E-5
1577244602549	4,09581914E-5	1,49003313E-6	4,76819256E-6	4,12617172E-5
1577244603550	4,09581862E-5	1,49007623E-6	4,76817791E-6	4,12617118E-5
1577244604550	4,09581989E-5	1,49003295E-6	4,76822077E-6	4,12617279E-5
1577244605551	4,09581859E-5	1,49009314E-6	4,76820084E-6	4,12617148E-5
1577244606545	4,09582158E-5	1,49009122E-6	4,76821232E-6	4,12617458E-5
1577244607555	4,09582138E-5	1,49008946E-6	4,76825240E-6	4,12617483E-5
1577244608555	4,09582109E-5	1,49007459E-6	4,76824770E-6	4,12617444E-5
1577244609555	4,09582009E-5	1,48999834E-6	4,76821035E-6	4,12617274E-5
1577244610559	4,09581668E-5	1,49000197E-6	4,76817990E-6	4,12616902E-5
1577244611553	4,09581887E-5	1,48998681E-6	4,76822629E-6	4,12617167E-5
1577244612552	4,09581987E-5	1,48998593E-6	4,76824317E-6	4,12617285E-5
1577244613555	4,09581882E-5	1,49005473E-6	4,76824684E-6	4,12617210E-5
1577244614556	4,09582137E-5	1,49003225E-6	4,76826381E-6	4,12617474E-5
1577244615546	4,09582115E-5	1,49007060E-6	4,76830822E-6	4,12617519E-5
1577244616544	4,09582260E-5	1,49009856E-6	4,76831338E-6	4,12617678E-5
1577244617545	4,09582075E-5	1,48998804E-6	4,76827577E-6	4,12617411E-5
1577244618545	4,09582032E-5	1,49001057E-6	4,76828502E-6	4,12617387E-5
1577244619544	4,09582106E-5	1,49003341E-6	4,76825130E-6	4,12617430E-5
1577244620555	4,09582045E-5	1,49002723E-6	4,76828442E-6	4,12617405E-5
1577244621555	4,09581711E-5	1,49001484E-6	4,76824410E-6	4,12617023E-5
1577244622555	4,09581780E-5	1,48998834E-6	4,76827168E-6	4,12617113E-5
1577244623555	4,09582249E-5	1,49002771E-6	4,76825985E-6	4,12617580E-5
1577244624544	4,09582331E-5	1,49009155E-6	4,76827230E-6	4,12617698E-5
1577244625545	4,09582062E-5	1,49008928E-6	4,76824021E-6	4,12617394E-5
1577244626545	4,09582307E-5	1,49006829E-6	4,76823180E-6	4,12617619E-5
1577244627546	4,09582251E-5	1,49005461E-6	4,76821300E-6	4,12617537E-5
1577244628550	4,09582664E-5	1,49006147E-6	4,76818005E-6	4,12617912E-5
1577244629549	4,09582252E-5	1,49006883E-6	4,76820793E-6	4,12617538E-5
1577244630549	4,09582338E-5	1,49002987E-6	4,76823135E-6	4,12617636E-5
1577244631549	4,09582851E-5	1,49008768E-6	4,76820576E-6	4,12618136E-5
1577244632550	4,09583016E-5	1,49003285E-6	4,76820973E-6	4,12618285E-5
1577244633550	4,09582824E-5	1,49004604E-6	4,76819467E-6	4,12618082E-5
1577244634550	4,09582650E-5	1,49007478E-6	4,76818809E-6	4,12617912E-5
1577244635550	4,09582889E-5	1,49005652E-6	4,76821286E-6	4,12618171E-5
1577244636549	4,09582671E-5	1,49005171E-6	4,76820807E-6	4,12617948E-5
1577244637551	4,09582744E-5	1,49003832E-6	4,76818648E-6	4,12617990E-5
1577244638552	4,09582481E-5	1,49001778E-6	4,76821559E-6	4,12617756E-5
1577244639552	4,09582950E-5	1,48999722E-6	4,76817892E-6	4,12618171E-5
1577244640552	4,09582913E-5	1,49000706E-6	4,76818217E-6	4,12618142E-5
1577244641552	4,09582976E-5	1,48998640E-6	4,76818054E-6	4,12618195E-5
1577244642555	4,09583237E-5	1,49002630E-6	4,76821904E-6	4,12618513E-5
1577244643545	4,09583211E-5	1,49007193E-6	4,76820986E-6	4,12618492E-5
1577244644545	4,09583285E-5	1,49004478E-6	4,76820085E-6	4,12618546E-5
1577244645546	4,09582976E-5	1,49004550E-6	4,76819489E-6	4,12618233E-5
1577244646547	4,09583073E-5	1,49006997E-6	4,76815271E-6	4,12618289E-5
1577244647548	4,09583404E-5	1,49004218E-6	4,76814372E-6	4,12618597E-5
1577244648548	4,09583053E-5	1,48999970E-6	4,76815492E-6	4,12618246E-5
1577244649549	4,09583008E-5	1,49004156E-6	4,76817180E-6	4,12618236E-5
1577244650550	4,09582882E-5	1,49000430E-6	4,76813942E-6	4,12618061E-5
1577244651546	4,09582828E-5	1,49001072E-6	4,76815058E-6	4,12618022E-5
1577244652544	4,09582535E-5	1,48999932E-6	4,76815423E-6	4,12617732E-5
1577244653544	4,09582684E-5	1,49004080E-6	4,76818866E-6	4,12617934E-5
1577244654545	4,09582583E-5	1,49005351E-6	4,76817481E-6	4,12617822E-5
1577244655555	4,09582533E-5	1,49005707E-6	4,76819233E-6	4,12617794E-5
1577244656556	4,09582298E-5	1,49003889E-6	4,76819866E-6	4,12617562E-5
1577244657556	4,09582680E-5	1,49000349E-6	4,76821362E-6	4,12617945E-5
1577244658555	4,09582342E-5	1,49004417E-6	4,76822389E-6	4,12617637E-5
1577244659544	4,09582318E-5	1,49002695E-6	4,76824087E-6	4,12617626E-5
1577244660544	4,09582353E-5	1,49001270E-6	4,76821368E-6	4,12617624E-5
1577244661545	4,09582333E-5	1,49003305E-6	4,76821504E-6	4,12617613E-5
1577244662550	4,09582334E-5	1,49008531E-6	4,76820413E-6	4,12617620E-5
1577244663550	4,09582281E-5	1,49005086E-6	4,76823583E-6	4,12617592E-5
1577244664549	4,09582682E-5	1,49009232E-6	4,76822447E-6	4,12617992E-5
1577244665549	4,09582546E-5	1,49005801E-6	4,76823557E-6	4,12617857E-5
1577244666550	4,09582563E-5	1,49002109E-6	4,76824791E-6	4,12617876E-5
1577244667551	4,09582456E-5	1,49003214E-6	4,76823336E-6	4,12617757E-5
1577244668552	4,09582021E-5	1,49006845E-6	4,76822994E-6	4,12617333E-5
1577244669552	4,09581974E-5	1,49003603E-6	4,76825670E-6	4,12617306E-5
1577244670552	4,09582197E-5	1,49001810E-6	4,76825998E-6	4,12617524E-5
1577244671553	4,09581977E-5	1,48999354E-6	4,76826506E-6	4,12617303E-5
1577244672554	4,09581674E-5	1,48999058E-6	4,76827054E-6	4,12617008E-5
1577244673552	4,09582138E-5	1,49000548E-6	4,76823159E-6	4,12617429E-5
1577244674545	4,09582110E-5	1,49000801E-6	4,76821371E-6	4,12617381E-5
1577244675544	4,09582188E-5	1,48997108E-6	4,76824168E-6	4,12617477E-5
1577244676552	4,09582165E-5	1,48997754E-6	4,76826643E-6	4,12617486E-5
1577244677552	4,09581821E-5	1,48997621E-6	4,76823001E-6	4,12617102E-5
1577244678558	4,09581796E-5	1,49003092E-6	4,76825089E-6	4,12617121E-5
1577244679546	4,09582095E-5	1,49009275E-6	4,76823572E-6	4,12617423E-5
1577244680553	4,09582156E-5	1,49010050E-6	4,76823796E-6	4,12617488E-5
1577244681552	4,09582247E-5	1,49006910E-6	4,76825060E-6	4,12617582E-5
1577244682552	4,09582357E-5	1,49006270E-6	4,76826713E-6	4,12617708E-5
1577244683552	4,09582741E-5	1,49007228E-6	4,76825317E-6	4,12618076E-5
1577244684546	4,09582419E-5	1,49004143E-6	4,76825009E-6	4,12617742E-5
1577244685544	4,09582478E-5	1,49000875E-6	4,76826025E-6	4,12617800E-5
1577244686544	4,09582009E-5	1,49004282E-6	4,76826575E-6	4,12617354E-5
1577244687545	4,09582267E-5	1,49000233E-6	4,76824210E-6	4,12617568E-5
1577244688550	4,09582229E-5	1,49002038E-6	4,76823119E-6	4,12617524E-5
1577244689555	4,09582049E-5	1,49006035E-6	4,76820270E-6	4,12617327E-5
1577244690555	4,09582412E-5	1,49009935E-6	4,76818461E-6	4,12617680E-5
1577244691556	4,09582458E-5	1,49012497E-6	4,76818237E-6	4,12617733E-5
1577244692557	4,09582284E-5	1,49010618E-6	4,76817230E-6	4,12617542E-5
1577244693544	4,09582191E-5	1,49008351E-6	4,76816109E-6	4,12617429E-5
1577244694544	4,09582145E-5	1,49009393E-6	4,76815115E-6	4,12617375E-5
1577244695545	4,09581912E-5	1,49003468E-6	4,76816198E-6	4,12617134E-5
1577244696544	4,09581896E-5	1,49005695E-6	4,76816486E-6	4,12617130E-5
1577244697545	4,09582039E-5	1,49005627E-6	4,76814354E-6	4,12617247E-5
1577244698550	4,09581818E-5	1,49004364E-6	4,76815472E-6	4,12617036E-5
1577244699549	4,09582088E-5	1,49004452E-6	4,76815787E-6	4,12617308E-5
1577244700549	4,09581927E-5	1,49008040E-6	4,76814497E-6	4,12617147E-5
1577244701549	4,09582480E-5	1,49008935E-6	4,76812912E-6	4,12617681E-5
1577244702544	4,09582081E-5	1,49007777E-6	4,76816488E-6	4,12617322E-5
1577244703545	4,09582095E-5	1,49002007E-6	4,76815571E-6	4,12617304E-5
1577244704552	4,09582154E-5	1,48998040E-6	4,76818928E-6	4,12617387E-5
1577244705552	4,09582367E-5	1,49001231E-6	4,76816969E-6	4,12617587E-5
1577244706552	4,09582136E-5	1,49003585E-6	4,76818124E-6	4,12617380E-5
1577244707546	4,09582475E-5	1,49012950E-6	4,76816943E-6	4,12617736E-5
1577244708553	4,09582143E-5	1,49010916E-6	4,76819483E-6	4,12617429E-5
1577244709552	4,09581954E-5	1,49010009E-6	4,76821459E-6	4,12617261E-5
1577244710552	4,09582292E-5	1,49013168E-6	4,76821010E-6	4,12617603E-5
1577244711552	4,09582091E-5	1,49003916E-6	4,76820628E-6	4,12617365E-5
1577244712552	4,09582021E-5	1,49002264E-6	4,76819449E-6	4,12617276E-5
1577244713553	4,09581914E-5	1,49004530E-6	4,76815271E-6	4,12617130E-5
1577244714546	4,09581780E-5	1,49009957E-6	4,76815850E-6	4,12617023E-5
1577244715546	4,09581782E-5	1,49013478E-6	4,76817261E-6	4,12617054E-5
1577244716555	4,09581786E-5	1,49007348E-6	4,76816558E-6	4,12617027E-5
1577244717556	4,09581581E-5	1,49002425E-6	4,76816285E-6	4,12616803E-5
1577244718547	4,09582033E-5	1,49004167E-6	4,76818324E-6	4,12617282E-5
1577244719555	4,09582188E-5	1,49003688E-6	4,76819830E-6	4,12617451E-5
1577244720544	4,09582232E-5	1,49006357E-6	4,76816998E-6	4,12617472E-5
1577244721544	4,09582395E-5	1,49005158E-6	4,76818973E-6	4,12617653E-5
1577244722544	4,09582080E-5	1,49006494E-6	4,76818854E-6	4,12617343E-5
1577244723544	4,09582302E-5	1,49008461E-6	4,76821342E-6	4,12617600E-5
1577244724544	4,09582322E-5	1,49011489E-6	4,76819990E-6	4,12617615E-5
1577244725544	4,09582351E-5	1,49011954E-6	4,76818132E-6	4,12617624E-5
1577244726550	4,09582052E-5	1,49009521E-6	4,76819389E-6	4,12617333E-5
1577244727550	4,09581706E-5	1,49011484E-6	4,76819993E-6	4,12617003E-5
1577244728549	4,09581044E-5	1,49007959E-6	4,76764325E-6	4,12615690E-5
1577244729549	4,09581479E-5	1,49009327E-6	4,76776941E-6	4,12616272E-5
1577244730549	4,09581580E-5	1,49012035E-6	4,76810979E-6	4,12616776E-5
1577244731550	4,09581837E-5	1,49010142E-6	4,76813027E-6	4,12617047E-5
1577244732551	4,09582343E-5	1,49010461E-6	4,76814917E-6	4,12617573E-5
1577244733552	4,09582211E-5	1,49008844E-6	4,76813680E-6	4,12617422E-5
1577244734553	4,09582263E-5	1,49003315E-6	4,76814837E-6	4,12617467E-5
1577244735553	4,09582487E-5	1,49000444E-6	4,76814794E-6	4,12617678E-5
1577244736554	4,09582443E-5	1,49002219E-6	4,76815197E-6	4,12617645E-5
1577244737555	4,09582154E-5	1,49001907E-6	4,76815469E-6	4,12617361E-5
1577244738544	4,09582293E-5	1,49008887E-6	4,76811553E-6	4,12617479E-5
1577244739544	4,09582084E-5	1,49004646E-6	4,76810744E-6	4,12617247E-5
1577244740544	4,09582312E-5	1,49012364E-6	4,76814940E-6	4,12617549E-5
1577244741552	4,09581891E-5	1,49012909E-6	4,76812632E-6	4,12617107E-5
1577244742552	4,09582035E-5	1,49010566E-6	4,76814568E-6	4,12617263E-5
1577244743552	4,09582129E-5	1,49005979E-6	4,76813826E-6	4,12617332E-5
1577244744552	4,09582544E-5	1,49008346E-6	4,76815634E-6	4,12617773E-5
1577244745553	4,09582389E-5	1,49006059E-6	4,76817835E-6	4,12617636E-5
1577244746553	4,09582321E-5	1,49007145E-6	4,76817935E-6	4,12617574E-5
1577244747554	4,09582763E-5	1,49007395E-6	4,76815542E-6	4,12617986E-5
1577244748554	4,09582332E-5	1,49008046E-6	4,76814225E-6	4,12617545E-5
1577244749554	4,09582530E-5	1,49008209E-6	4,76813500E-6	4,12617734E-5
1577244750553	4,09582400E-5	1,48999874E-6	4,76816898E-6	4,12617614E-5
1577244751552	4,09582423E-5	1,49005479E-6	4,76817373E-6	4,12617663E-5
1577244752552	4,09582313E-5	1,49004852E-6	4,76814855E-6	4,12617522E-5
1577244753552	4,09582783E-5	1,49002946E-6	4,76815942E-6	4,12617994E-5
1577244754544	4,09582511E-5	1,49004253E-6	4,76818230E-6	4,12617755E-5
1577244755546	4,09582527E-5	1,49000318E-6	4,76815562E-6	4,12617727E-5
1577244756544	4,09582924E-5	1,48998929E-6	4,76815880E-6	4,12618119E-5
1577244757550	4,09582858E-5	1,48993953E-6	4,76819157E-6	4,12618073E-5
1577244758550	4,09582799E-5	1,48997784E-6	4,76821891E-6	4,12618060E-5
1577244759555	4,09583125E-5	1,49001148E-6	4,76816470E-6	4,12618333E-5
1577244760556	4,09582945E-5	1,48996681E-6	4,76817312E-6	4,12618148E-5
1577244761555	4,09582684E-5	1,48995888E-6	4,76815211E-6	4,12617862E-5
1577244762556	4,09583131E-5	1,49001893E-6	4,76815310E-6	4,12618329E-5
1577244763557	4,09583068E-5	1,49006785E-6	4,76816558E-6	4,12618298E-5
1577244764557	4,09583031E-5	1,49002338E-6	4,76818940E-6	4,12618273E-5
1577244765543	4,09583156E-5	1,49005039E-6	4,76820476E-6	4,12618425E-5
1577244766544	4,09583289E-5	1,49004503E-6	4,76819847E-6	4,12618547E-5
1577244767544	4,09583119E-5	1,49002896E-6	4,76821686E-6	4,12618394E-5
1577244768544	4,09583147E-5	1,49008550E-6	4,76821222E-6	4,12618437E-5
1577244769544	4,09583070E-5	1,49008594E-6	4,76820202E-6	4,12618349E-5
1577244770556	4,09582771E-5	1,49002814E-6	4,76820318E-6	4,12618033E-5
1577244771544	4,09582825E-5	1,49005944E-6	4,76820037E-6	4,12618095E-5
1577244772550	4,09582766E-5	1,49005220E-6	4,76820358E-6	4,12618036E-5
1577244773549	4,09582494E-5	1,49009415E-6	4,76821792E-6	4,12617799E-5
1577244774549	4,09582679E-5	1,49010453E-6	4,76823252E-6	4,12618003E-5
1577244775549	4,09582318E-5	1,49006494E-6	4,76821148E-6	4,12617606E-5
1577244776549	4,09582487E-5	1,49008128E-6	4,76816443E-6	4,12617725E-5
1577244777552	4,09582176E-5	1,49010674E-6	4,76815752E-6	4,12617418E-5
1577244778552	4,09582260E-5	1,49011003E-6	4,76820497E-6	4,12617557E-5
1577244779552	4,09582070E-5	1,49010690E-6	4,76820625E-6	4,12617369E-5
1577244780552	4,09582306E-5	1,49008929E-6	4,76820367E-6	4,12617594E-5
1577244781552	4,09582284E-5	1,49011501E-6	4,76822634E-6	4,12617607E-5
1577244782546	4,09582588E-5	1,49015736E-6	4,76822173E-6	4,12617919E-5
1577244783553	4,09582453E-5	1,49014592E-6	4,76821642E-6	4,12617774E-5
1577244784553	4,09582538E-5	1,49013400E-6	4,76820236E-6	4,12617838E-5
1577244785552	4,09582457E-5	1,49014951E-6	4,76822255E-6	4,12617787E-5
1577244786555	4,09582670E-5	1,49013138E-6	4,76819138E-6	4,12617956E-5
1577244787555	4,09582599E-5	1,49010408E-6	4,76819129E-6	4,12617875E-5
1577244788544	4,09582743E-5	1,49012294E-6	4,76818991E-6	4,12618023E-5
1577244789545	4,09582387E-5	1,49011195E-6	4,76819140E-6	4,12617668E-5
1577244790545	4,09582475E-5	1,49008201E-6	4,76815941E-6	4,12617707E-5
1577244791546	4,09582516E-5	1,49005622E-6	4,76814536E-6	4,12617723E-5
1577244792543	4,09582671E-5	1,49013141E-6	4,76815578E-6	4,12617916E-5
1577244793543	4,09582753E-5	1,49013570E-6	4,76814372E-6	4,12617985E-5
1577244794544	4,09582899E-5	1,49004859E-6	4,76814054E-6	4,12618095E-5
1577244795544	4,09582780E-5	1,49002652E-6	4,76819451E-6	4,12618031E-5
1577244796555	4,09582730E-5	1,49003828E-6	4,76816553E-6	4,12617952E-5
1577244797556	4,09582592E-5	1,49007483E-6	4,76815777E-6	4,12617819E-5
1577244798556	4,09582497E-5	1,49011059E-6	4,76815330E-6	4,12617733E-5
1577244799544	4,09582839E-5	1,49013206E-6	4,76813434E-6	4,12618058E-5
1577244800544	4,09582714E-5	1,49006573E-6	4,76814176E-6	4,12617918E-5
1577244801544	4,09582699E-5	1,49014634E-6	4,76814326E-6	4,12617934E-5
1577244802544	4,09582823E-5	1,49008769E-6	4,76816586E-6	4,12618062E-5
1577244803545	4,09582634E-5	1,49006186E-6	4,76819652E-6	4,12617901E-5
1577244804550	4,09582886E-5	1,49009542E-6	4,76819299E-6	4,12618159E-5
1577244805549	4,09582896E-5	1,49011764E-6	4,76821742E-6	4,12618206E-5
1577244806549	4,09583180E-5	1,49009262E-6	4,76821333E-6	4,12618474E-5
1577244807549	4,09583027E-5	1,49007774E-6	4,76821397E-6	4,12618317E-5
1577244808550	4,09583173E-5	1,49011414E-6	4,76817668E-6	4,12618432E-5
1577244809550	4,09583170E-5	1,49013845E-6	4,76816774E-6	4,12618428E-5
1577244810544	4,09583166E-5	1,49012788E-6	4,76819601E-6	4,12618452E-5
1577244811550	4,09582970E-5	1,49019480E-6	4,76818844E-6	4,12618273E-5
1577244812552	4,09583062E-5	1,49020534E-6	4,76818895E-6	4,12618369E-5
